id,date,time,kind,slot,type,sourceFile,titleOrHook,status
2026-05-10-article,2026-05-10,16:25,article,,ARTICLE,linkedin-output/2026-05-10/article.md,The Nonprofit Integration Tax: What Five Disconnected Systems Actually Cost,pending
2026-05-10-post-09,2026-05-10,17:49,post,9,LIST_POST,linkedin-output/2026-05-10/posts.md,Five federal grant compliance tasks that most grant tracking software does not handle — and where the audit findings originate.,scheduled
2026-05-10-post-10,2026-05-10,19:13,post,10,HOW_TO,linkedin-output/2026-05-10/posts.md,How to request a no-cost extension on a federal grant. Eight steps.,scheduled
2026-05-11-post-01,2026-05-11,05:13,post,1,STAT_BOMB,linkedin-output/2026-05-11/posts.md,Only 33.3% of nonprofits rate their current CRM as effective — 20.1% call it outright ineffective.,scheduled
2026-05-11-post-02,2026-05-11,06:37,post,2,MYTH_BUSTER,linkedin-output/2026-05-11/posts.md,"Myth: if a CRM has a ""grants"" tab, it handles grant management.",scheduled
2026-05-11-post-03,2026-05-11,08:01,post,3,WORKFLOW_STEP,linkedin-output/2026-05-11/posts.md,"Under 2 CFR 200.430, posting payroll at the budgeted percentage and reconciling annually creates a full year of questioned costs if actual time differed from the budget.",scheduled
2026-05-11-post-04,2026-05-11,09:25,post,4,TERM_EXPLAINED,linkedin-output/2026-05-11/posts.md,A subaward is not a contract. That distinction determines whether your organization has subrecipient monitoring obligations that go far beyond vendor management.,scheduled
2026-05-11-post-05,2026-05-11,10:49,post,5,TOOL_TEARDOWN,linkedin-output/2026-05-11/posts.md,"Bloomerang starts at $125/month for up to 1,000 records. At 1,001 records, the bill becomes $166. At 5,001 records, it becomes $249.",scheduled
2026-05-11-post-06,2026-05-11,12:13,post,6,VERTICAL_HOOK,linkedin-output/2026-05-11/posts.md,"Grant-funded nonprofits answer to multiple audiences at the same time: funders want budget and outcome reports, boards want restricted vs. available resource visibility, and auditors need transaction-level support.",scheduled
2026-05-11-post-07,2026-05-11,13:37,post,7,FREE_RESOURCE,linkedin-output/2026-05-11/posts.md,"SEFA errors that appear at the start of a single audit — missing awards, misclassified cluster programs, period-of-performance mismatches — are almost always preventable.",scheduled
2026-05-11-post-08,2026-05-11,15:01,post,8,COMPARISON_INSIGHT,linkedin-output/2026-05-11/posts.md,Choosing between GrantPipe and Salesforce Nonprofit is a buy-versus-build decision disguised as a software comparison.,scheduled
2026-05-11-article,2026-05-11,16:25,article,,ARTICLE,linkedin-output/2026-05-11/article.md,The Real Cost of Salesforce for Nonprofits: What the Pricing Page Cannot Tell You,pending
2026-05-11-post-09,2026-05-11,17:49,post,9,LIST_POST,linkedin-output/2026-05-11/posts.md,"Five nonprofit CRMs, one honest ranking for small and mid-sized organizations in 2026.",scheduled
2026-05-11-post-10,2026-05-11,19:13,post,10,HOW_TO,linkedin-output/2026-05-11/posts.md,"California nonprofits registered with the Attorney General's Registry of Charities and Fundraisers file Form RRF-1 every year. For calendar-year filers, the deadline is May 15 — four months and fifteen days after fiscal year end.",scheduled
2026-05-12-post-01,2026-05-12,05:13,post,1,STAT_BOMB,linkedin-output/2026-05-12/posts.md,"Federal grants require record retention for 3 years from the date you submit the final expenditure report — not from the award end date, not from the last payment.",scheduled
2026-05-12-post-02,2026-05-12,06:37,post,2,MYTH_BUSTER,linkedin-output/2026-05-12/posts.md,"""Givebutter is free"" — that is true for the platform. It is not true for the transaction.",scheduled
2026-05-12-post-03,2026-05-12,08:01,post,3,WORKFLOW_STEP,linkedin-output/2026-05-12/posts.md,Most organizations updated their in-kind journal entries after ASU 2020-07. Very few updated their financial statement footnotes.,scheduled
2026-05-12-post-04,2026-05-12,09:25,post,4,TERM_EXPLAINED,linkedin-output/2026-05-12/posts.md,Grant budget carryover is not automatic. That is the part most organizations learn the hard way.,scheduled
2026-05-12-post-05,2026-05-12,10:49,post,5,TOOL_TEARDOWN,linkedin-output/2026-05-12/posts.md,DonorPerfect does not publish prices. All three tiers require a custom quote.,scheduled
2026-05-12-post-06,2026-05-12,12:13,post,6,VERTICAL_HOOK,linkedin-output/2026-05-12/posts.md,"Head Start grants run on five-year designation cycles. At the end of each cycle, grantees with significant deficiencies face re-competition — meaning they must compete against other organizations for the right to continue operating the program.",scheduled
2026-05-12-post-07,2026-05-12,13:37,post,7,FREE_RESOURCE,linkedin-output/2026-05-12/posts.md,"48% of nonprofits are considering switching CRMs within the next 12 months, according to Omatic's 2025 survey of 600+ respondents.",scheduled
2026-05-12-post-08,2026-05-12,15:01,post,8,COMPARISON_INSIGHT,linkedin-output/2026-05-12/posts.md,GrantPipe and Instrumentl are not competing products in any useful sense. They solve different workflow problems.,scheduled
2026-05-12-article,2026-05-12,16:25,article,,ARTICLE,linkedin-output/2026-05-12/article.md,New York CHAR500: What Nonprofit Finance Staff Need to Know Before May 15,pending
2026-05-12-post-09,2026-05-12,17:49,post,9,LIST_POST,linkedin-output/2026-05-12/posts.md,"Six nonprofit CRMs compared on the question that actually matters for mid-sized organizations: does it handle grant compliance, or does it require a second system?",pending
2026-05-12-post-10,2026-05-12,19:13,post,10,HOW_TO,linkedin-output/2026-05-12/posts.md,How to migrate away from Salesforce NPSP without overpaying for the transition.,pending
2026-05-13-post-01,2026-05-13,05:13,post,1,STAT_BOMB,linkedin-output/2026-05-13/posts.md,79% of nonprofits now run five or more third-party systems on top of their main CRM.,pending
2026-05-13-post-02,2026-05-13,06:37,post,2,MYTH_BUSTER,linkedin-output/2026-05-13/posts.md,Winning a grant is not the end of a process. It is the start of a multi-year compliance obligation.,pending
2026-05-13-post-03,2026-05-13,08:01,post,3,WORKFLOW_STEP,linkedin-output/2026-05-13/posts.md,Every Single Audit finding requires a written Corrective Action Plan under 2 CFR 200.511(c).,pending
2026-05-13-post-04,2026-05-13,09:25,post,4,TERM_EXPLAINED,linkedin-output/2026-05-13/posts.md,Voluntary committed cost share is the cost share trap most nonprofits do not see until they are in an audit.,pending
2026-05-13-post-05,2026-05-13,10:49,post,5,TOOL_TEARDOWN,linkedin-output/2026-05-13/posts.md,"Qgiv was acquired by Bloomerang in 2024. If you are evaluating Qgiv today, you are evaluating Bloomerang's product direction, not an independent platform.",pending
2026-05-13-post-06,2026-05-13,12:13,post,6,VERTICAL_HOOK,linkedin-output/2026-05-13/posts.md,Mental health nonprofits managing SAMHSA grants and CCBHC program funding face a compliance problem that most grant software does not model: the same service cost cannot be claimed to both federal grant funding and Medicaid billing simultaneously.,pending
2026-05-13-post-07,2026-05-13,13:37,post,7,FREE_RESOURCE,linkedin-output/2026-05-13/posts.md,"Release-from-restriction is one of the most frequently mishandled events in nonprofit accounting — and the error is almost always about timing, not intent.",pending
2026-05-13-post-08,2026-05-13,15:01,post,8,COMPARISON_INSIGHT,linkedin-output/2026-05-13/posts.md,GrantPipe versus Foundant GLM is not a close comparison for most mid-sized nonprofits — they solve different problems.,pending
2026-05-13-article,2026-05-13,16:25,article,,ARTICLE,linkedin-output/2026-05-13/article.md,Why Most Nonprofit CRM Migrations Fail Before They Start,pending
2026-05-13-post-09,2026-05-13,17:49,post,9,LIST_POST,linkedin-output/2026-05-13/posts.md,Five things executive directors need from grant tracking software that development directors do not.,pending
2026-05-13-post-10,2026-05-13,19:13,post,10,HOW_TO,linkedin-output/2026-05-13/posts.md,Michigan nonprofits soliciting contributions need two separate registrations current to stay compliant — and the agencies involved do not communicate with each other.,pending
2026-05-14-post-01,2026-05-14,05:13,post,1,STAT_BOMB,linkedin-output/2026-05-14/posts.md,"Procurement deficiencies are among the top 10 compliance findings in HHS, DOE, and DOJ-funded single audits every year — and the most common specific finding is inadequate competition documentation.",pending
2026-05-14-post-02,2026-05-14,06:37,post,2,MYTH_BUSTER,linkedin-output/2026-05-14/posts.md,Bloomerang has grant fields. That does not mean it handles grant compliance.,pending
2026-05-14-post-03,2026-05-14,08:01,post,3,WORKFLOW_STEP,linkedin-output/2026-05-14/posts.md,The most common pledge accounting error is not the math. It is the classification.,pending
2026-05-14-post-04,2026-05-14,09:25,post,4,TERM_EXPLAINED,linkedin-output/2026-05-14/posts.md,The difference between a grant pipeline and a grant portfolio matters operationally.,pending
2026-05-14-post-05,2026-05-14,10:49,post,5,TOOL_TEARDOWN,linkedin-output/2026-05-14/posts.md,"Foundant GrantHub starts at approximately $2,995 per year, per Capterra. That is one of the few published prices in the grant management category — most competitors require a sales call to get a number.",pending
2026-05-14-post-06,2026-05-14,12:13,post,6,VERTICAL_HOOK,linkedin-output/2026-05-14/posts.md,"Charter schools receiving ESSER III funds had a spend-down deadline of September 30, 2024. Schools that could not document expenditures by that date face recoupment from state agencies.",pending
2026-05-14-post-07,2026-05-14,13:37,post,7,FREE_RESOURCE,linkedin-output/2026-05-14/posts.md,A restricted fund tracking spreadsheet works until it does not. Knowing which point that is matters.,pending
2026-05-14-post-08,2026-05-14,15:01,post,8,COMPARISON_INSIGHT,linkedin-output/2026-05-14/posts.md,Network for Good's rebrand to Bonterra does not change the product's feature ceiling.,pending
2026-05-14-article,2026-05-14,16:25,article,,ARTICLE,linkedin-output/2026-05-14/article.md,Nonprofit CRM Features That Actually Matter — and the Grant Compliance Gap Most Organizations Miss at Purchase,pending
2026-05-14-post-09,2026-05-14,17:49,post,9,LIST_POST,linkedin-output/2026-05-14/posts.md,Five questions that cut through grant compliance software evaluations faster than any feature list:,pending
2026-05-14-post-10,2026-05-14,19:13,post,10,HOW_TO,linkedin-output/2026-05-14/posts.md,How to set up restricted fund tracking that survives an audit:,pending
2026-05-15-post-01,2026-05-15,05:13,post,1,STAT_BOMB,linkedin-output/2026-05-15/posts.md,48% of nonprofits are considering switching their CRM within 12 months — up from just 10% the prior year.,pending
2026-05-15-post-02,2026-05-15,06:37,post,2,MYTH_BUSTER,linkedin-output/2026-05-15/posts.md,Bloomerang is not a grant compliance tool. That distinction matters more than most organizations realize until a federal audit arrives.,pending
2026-05-15-post-03,2026-05-15,08:01,post,3,WORKFLOW_STEP,linkedin-output/2026-05-15/posts.md,A December gift refunded in January is not a simple reversal. The donor's prior-year charitable deduction has been affected.,pending
2026-05-15-post-04,2026-05-15,09:25,post,4,TERM_EXPLAINED,linkedin-output/2026-05-15/posts.md,MTDC is not total direct costs. That distinction costs organizations money on federal awards every year.,pending
2026-05-15-post-05,2026-05-15,10:49,post,5,TOOL_TEARDOWN,linkedin-output/2026-05-15/posts.md,Virtuous is a well-designed fundraising CRM. The responsive fundraising model — segmenting outreach based on giving behavior signals — is thoughtful. Major gift pipeline and donor cultivation automation are genuine strengths.,pending
2026-05-15-post-06,2026-05-15,12:13,post,6,VERTICAL_HOOK,linkedin-output/2026-05-15/posts.md,"A $300,000 animal rescue managing six simultaneous grants is doing compliance work built for a development staff it cannot afford.",pending
2026-05-15-post-07,2026-05-15,13:37,post,7,FREE_RESOURCE,linkedin-output/2026-05-15/posts.md,A CRM demo is designed to impress. A structured evaluation framework is designed to compare.,pending
2026-05-15-post-08,2026-05-15,15:01,post,8,COMPARISON_INSIGHT,linkedin-output/2026-05-15/posts.md,"AmpliFund costs $10,000–$30,000 per year. Fluxx costs $15,000–$50,000 per year. Neither was built for a mid-sized nonprofit.",pending
2026-05-15-article,2026-05-15,16:25,article,,ARTICLE,linkedin-output/2026-05-15/article.md,The Eight-Step Donor Refund Workflow: What Nonprofit Finance Staff Get Wrong,pending
2026-05-15-post-09,2026-05-15,17:49,post,9,LIST_POST,linkedin-output/2026-05-15/posts.md,Five things worth knowing before evaluating grant management software:,pending
2026-05-15-post-10,2026-05-15,19:13,post,10,HOW_TO,linkedin-output/2026-05-15/posts.md,Processing a nonprofit donor refund involves eight distinct steps. Here is how to do it without creating tax problems for the donor or compliance problems for the organization.,pending
2026-05-16-post-01,2026-05-16,05:13,post,1,STAT_BOMB,linkedin-output/2026-05-16/posts.md,"HUD awarded approximately $3.3 billion in CDBG formula funds in FY2024, and most of that money passed through nonprofit subrecipients who are now responsible for proving how it was spent.",pending
2026-05-16-post-02,2026-05-16,06:37,post,2,MYTH_BUSTER,linkedin-output/2026-05-16/posts.md,A donor's verbal commitment is not a pledge. It is a prospect record until someone papers it.,pending
2026-05-16-post-03,2026-05-16,08:01,post,3,WORKFLOW_STEP,linkedin-output/2026-05-16/posts.md,"The 15% de minimis indirect cost rate under 2 CFR 200.414(f) requires no proposal, no cognizant agency, and no annual renewal.",pending
2026-05-16-post-04,2026-05-16,09:25,post,4,TERM_EXPLAINED,linkedin-output/2026-05-16/posts.md,Time and effort certification is the documentation that connects salary charges to actual work performed on federal grants — and it is the most frequently missing documentation in federal grant audits.,pending
2026-05-16-post-05,2026-05-16,10:49,post,5,TOOL_TEARDOWN,linkedin-output/2026-05-16/posts.md,Neon CRM does not publish pricing. Every quote requires a demo cycle before you can put a number in a board-approved budget.,pending
2026-05-16-post-06,2026-05-16,12:13,post,6,VERTICAL_HOOK,linkedin-output/2026-05-16/posts.md,"Disability services organizations receiving HHS ACL grants, IDEA flow-through funding, and Medicaid waiver reimbursements are running three different compliance systems on the same staff and the same participants.",pending
2026-05-16-post-07,2026-05-16,13:37,post,7,FREE_RESOURCE,linkedin-output/2026-05-16/posts.md,"ASU 2016-14 eliminated temporarily restricted and permanently restricted net asset categories in 2018. Many nonprofit accounting systems, funder reports, and staff still use the old terminology.",pending
2026-05-16-post-08,2026-05-16,15:01,post,8,COMPARISON_INSIGHT,linkedin-output/2026-05-16/posts.md,"Blackbaud Raiser's Edge NXT and Financial Edge NXT are two products with two licenses that must integrate. For most mid-sized nonprofits, that two-product structure is the most important thing to understand before evaluating either one.",pending
2026-05-16-article,2026-05-16,16:25,article,,ARTICLE,linkedin-output/2026-05-16/article.md,Restricted Fund Tracking: Why the Spreadsheet Breaks and What to Do Before It Does,pending
2026-05-16-post-09,2026-05-16,17:49,post,9,LIST_POST,linkedin-output/2026-05-16/posts.md,"Six donor management platforms, evaluated against the question most comparisons ignore: does this tool handle grant compliance, or does your team still need a separate system for that?",pending
2026-05-16-post-10,2026-05-16,19:13,post,10,HOW_TO,linkedin-output/2026-05-16/posts.md,The sector average nonprofit retains fewer than half its donors each year. New donor retention is worse: 19-26% in the first year.,pending
2026-05-17-post-01,2026-05-17,05:13,post,1,STAT_BOMB,linkedin-output/2026-05-17/posts.md,"The IRS processed approximately 42,000 Forms 990-T from 501(c)(3) organizations in fiscal year 2023 — and most of those filings became harder the moment the 2017 Tax Cuts and Jobs Act took effect.",pending
2026-05-17-post-02,2026-05-17,06:37,post,2,MYTH_BUSTER,linkedin-output/2026-05-17/posts.md,A common misconception: the restricted funds dashboard is a finance tool.,pending
2026-05-17-post-03,2026-05-17,08:01,post,3,WORKFLOW_STEP,linkedin-output/2026-05-17/posts.md,Pledge write-offs are one of the most commonly misbooked entries in nonprofit accounting.,pending
2026-05-17-post-04,2026-05-17,09:25,post,4,TERM_EXPLAINED,linkedin-output/2026-05-17/posts.md,A restricted fund holds money the organization legally cannot spend in any way it chooses.,pending
2026-05-17-post-05,2026-05-17,10:49,post,5,TOOL_TEARDOWN,linkedin-output/2026-05-17/posts.md,"Keela starts at $99/month and has a clean interface. For nonprofits focused on individual giving, it is a capable platform.",pending
2026-05-17-post-06,2026-05-17,12:13,post,6,VERTICAL_HOOK,linkedin-output/2026-05-17/posts.md,Legal aid organizations receiving LSC funding operate under two simultaneous compliance frameworks — and they do not map cleanly onto each other.,pending
2026-05-17-post-07,2026-05-17,13:37,post,7,FREE_RESOURCE,linkedin-output/2026-05-17/posts.md,The math on donor retention is straightforward and frequently ignored.,pending
2026-05-17-post-08,2026-05-17,15:01,post,8,COMPARISON_INSIGHT,linkedin-output/2026-05-17/posts.md,"Only 33.3% of nonprofits rate their CRM as effective, according to the Fifty & Fifty 2025 Nonprofit Peer Report. 20.1% call it outright ineffective.",pending
2026-05-17-article,2026-05-17,16:25,article,,ARTICLE,linkedin-output/2026-05-17/article.md,How to Write a Grant Progress Report That Actually Builds the Relationship,pending
2026-05-17-post-09,2026-05-17,17:49,post,9,LIST_POST,linkedin-output/2026-05-17/posts.md,Five nonprofit CRMs priced under $350/month — and what each one does not cover.,pending
2026-05-17-post-10,2026-05-17,19:13,post,10,HOW_TO,linkedin-output/2026-05-17/posts.md,How to document personnel costs on a federal grant every pay period — without creating an audit problem.,pending
2026-05-18-post-01,2026-05-18,05:13,post,1,STAT_BOMB,linkedin-output/2026-05-18/posts.md,42% of non-government funders cap indirect cost allowances at 10% or less — while actual nonprofit overhead runs 25–35%.,pending
2026-05-18-post-02,2026-05-18,06:37,post,2,MYTH_BUSTER,linkedin-output/2026-05-18/posts.md,"The myth: if a cost is necessary for the grant, it is allowable under 2 CFR 200 Subpart E.",pending
2026-05-18-post-03,2026-05-18,08:01,post,3,WORKFLOW_STEP,linkedin-output/2026-05-18/posts.md,A release from restriction is not a revenue event. It is a reclassification — and the date it is posted matters.,pending
2026-05-18-post-04,2026-05-18,09:25,post,4,TERM_EXPLAINED,linkedin-output/2026-05-18/posts.md,"Program income is the grant compliance category that most organizations undercount — not because they ignore it, but because the definition is broader than it sounds.",pending
2026-05-18-post-05,2026-05-18,10:49,post,5,TOOL_TEARDOWN,linkedin-output/2026-05-18/posts.md,Blackbaud does not publish pricing. Every organization negotiates blind.,pending
2026-05-18-post-06,2026-05-18,12:13,post,6,VERTICAL_HOOK,linkedin-output/2026-05-18/posts.md,"A mid-sized food bank can be running five separate federal compliance frameworks simultaneously — each with different deadlines, different documentation requirements, and different contacts.",pending
2026-05-18-post-07,2026-05-18,13:37,post,7,FREE_RESOURCE,linkedin-output/2026-05-18/posts.md,"Under 2 CFR 200.308, a grant budget modification requires prior approval when it involves a change in scope, a key personnel change, or a transfer that exceeds the award's rebudgeting threshold — commonly 10% of the total award.",pending
2026-05-18-post-08,2026-05-18,15:01,post,8,COMPARISON_INSIGHT,linkedin-output/2026-05-18/posts.md,"Givebutter vs Bloomerang is often framed as ""free vs $125/month."" The more accurate frame is: a fundraising platform vs a donor CRM.",pending
2026-05-18-article,2026-05-18,16:25,article,,ARTICLE,linkedin-output/2026-05-18/article.md,Massachusetts Form PC: What Nonprofits Get Wrong and What the AG's Office Checks First,pending
2026-05-18-post-09,2026-05-18,17:49,post,9,LIST_POST,linkedin-output/2026-05-18/posts.md,"GrantHub Pro was sunset January 31, 2026. Before picking the replacement, answer one question: were you primarily using GrantHub for pipeline tracking, or for post-award compliance?",pending
2026-05-18-post-10,2026-05-18,19:13,post,10,HOW_TO,linkedin-output/2026-05-18/posts.md,How to build a grant reporting calendar that actually prevents missed deadlines — step by step.,pending
2026-05-19-post-01,2026-05-19,05:13,post,1,STAT_BOMB,linkedin-output/2026-05-19/posts.md,"FFATA requires prime federal recipients to report subawards of $25,000 or more — and most organizations miss the deadline without realizing it.",pending
2026-05-19-post-02,2026-05-19,06:37,post,2,MYTH_BUSTER,linkedin-output/2026-05-19/posts.md,Data migration is cited as the top barrier to CRM adoption by 44% of nonprofits that have delayed a software switch.,pending
2026-05-19-post-03,2026-05-19,08:01,post,3,WORKFLOW_STEP,linkedin-output/2026-05-19/posts.md,A donor pledge is not a donation until it is unconditional.,pending
2026-05-19-post-04,2026-05-19,09:25,post,4,TERM_EXPLAINED,linkedin-output/2026-05-19/posts.md,"The CFDA number was renamed the Assistance Listing Number (ALN) in 2019 — but most grant agreements, audit reports, and accounting systems still say CFDA.",pending
2026-05-19-post-05,2026-05-19,10:49,post,5,TOOL_TEARDOWN,linkedin-output/2026-05-19/posts.md,"Little Green Light starts at $45/month for up to 2,500 records — one of the most transparent pricing structures in the nonprofit CRM market.",pending
2026-05-19-post-06,2026-05-19,12:13,post,6,VERTICAL_HOOK,linkedin-output/2026-05-19/posts.md,"There are approximately 1,400 HRSA-funded health center organizations operating more than 14,000 service delivery sites — and HRSA Health Center Program grants totaled $6.6 billion in FY2023.",pending
2026-05-19-post-07,2026-05-19,13:37,post,7,FREE_RESOURCE,linkedin-output/2026-05-19/posts.md,Boards do not approve software purchases because of features.,pending
2026-05-19-post-08,2026-05-19,15:01,post,8,COMPARISON_INSIGHT,linkedin-output/2026-05-19/posts.md,Blackbaud vs a focused mid-market platform is not a question of which vendor is more capable.,pending
2026-05-19-article,2026-05-19,16:25,article,,ARTICLE,linkedin-output/2026-05-19/article.md,The Grant Compliance Calendar Most Nonprofits Build Is Missing Half the Work,pending
2026-05-19-post-09,2026-05-19,17:49,post,9,LIST_POST,linkedin-output/2026-05-19/posts.md,Grant tracking software divides into two distinct categories — and most buyers searching for the term need the second one.,pending
2026-05-19-post-10,2026-05-19,19:13,post,10,HOW_TO,linkedin-output/2026-05-19/posts.md,Time and effort certification under 2 CFR 200.430 has one central compliance point: the after-the-fact rule.,pending
2026-05-20-post-01,2026-05-20,05:13,post,1,STAT_BOMB,linkedin-output/2026-05-20/posts.md,The median nonprofit spends 6–8 hours per grant per year on reporting — 30+ cumulative hours over a grant's lifetime.,pending
2026-05-20-post-02,2026-05-20,06:37,post,2,MYTH_BUSTER,linkedin-output/2026-05-20/posts.md,"The myth: three donor segments is enough — everyone, major donors, lapsed.",pending
2026-05-20-post-03,2026-05-20,08:01,post,3,WORKFLOW_STEP,linkedin-output/2026-05-20/posts.md,"A release from restriction is not a revenue event. Under FASB ASC 958-205, it is a reclassification.",pending
2026-05-20-post-04,2026-05-20,09:25,post,4,TERM_EXPLAINED,linkedin-output/2026-05-20/posts.md,Grant spend-down is the phrase that makes program directors nervous toward the end of a grant year.,pending
2026-05-20-post-05,2026-05-20,10:49,post,5,TOOL_TEARDOWN,linkedin-output/2026-05-20/posts.md,"Keela's grant module tracks pipeline stages, deadlines, and funder relationships. That is the pre-award development workflow, and it does it reasonably well.",pending
2026-05-20-post-06,2026-05-20,12:13,post,6,HOW_TO,linkedin-output/2026-05-20/posts.md,Your board sees total gifts received. That number is not actionable.,pending
2026-05-20-post-07,2026-05-20,13:37,post,7,FREE_RESOURCE,linkedin-output/2026-05-20/posts.md,"GrantHub Pro was sunset January 31, 2026. If your organization ran on it, the migration is not just a data transfer — it is a compliance infrastructure rebuild.",pending
2026-05-20-post-08,2026-05-20,15:01,post,8,COMPARISON_INSIGHT,linkedin-output/2026-05-20/posts.md,"Bloomerang starts at $125/month and deploys in one to two weeks. Salesforce Nonprofit Cloud often carries $30,000–$100,000 in implementation costs before any staff log in.",pending
2026-05-20-article,2026-05-20,16:25,article,,ARTICLE,linkedin-output/2026-05-20/article.md,How to Request a No-Cost Extension on a Federal Grant,pending
2026-05-20-post-09,2026-05-20,17:49,post,9,LIST_POST,linkedin-output/2026-05-20/posts.md,Only 33.3% of nonprofits rate their CRM as effective. The other 66% are paying for a system they cannot trust to answer the basic questions.,pending
2026-05-20-post-10,2026-05-20,19:13,post,10,HOW_TO,linkedin-output/2026-05-20/posts.md,Every cost charged to a federal grant must pass three tests simultaneously under 2 CFR Part 200.,pending
2026-05-21-post-01,2026-05-21,05:13,post,1,STAT_BOMB,linkedin-output/2026-05-21/posts.md,The median nonprofit spends 6–8 hours per grant per year on funder reporting — and 30+ hours over a grant's full lifetime.,pending
2026-05-21-post-02,2026-05-21,06:37,post,2,MYTH_BUSTER,linkedin-output/2026-05-21/posts.md,"""Payroll allocation errors are rare."" They are the opposite: they appear in roughly 25% of single-audit engagements every year.",pending
2026-05-21-post-03,2026-05-21,08:01,post,3,WORKFLOW_STEP,linkedin-output/2026-05-21/posts.md,"Before you submit an Indirect Cost Rate proposal, run this check: does every number in your cost pool and allocation base trace directly to a line in your audited financial statements?",pending
2026-05-21-post-04,2026-05-21,09:25,post,4,TERM_EXPLAINED,linkedin-output/2026-05-21/posts.md,"A federal grant drawdown is not automatic. The awarding agency loads the grant funds into a payment system — usually ASAP, the Automated Standard Application for Payments — and the grantee must actively request disbursement.",pending
2026-05-21-post-05,2026-05-21,10:49,post,5,TOOL_TEARDOWN,linkedin-output/2026-05-21/posts.md,"Blackbaud quotes $8,000–$15,000 per year. The actual year-one cost for a mid-size nonprofit is typically $18,000–$45,000 once implementation is included.",pending
2026-05-21-post-06,2026-05-21,12:13,post,6,HOW_TO,linkedin-output/2026-05-21/posts.md,"When evaluating a nonprofit CRM, separate two distinct categories before looking at any vendor feature list.",pending
2026-05-21-post-07,2026-05-21,13:37,post,7,FREE_RESOURCE,linkedin-output/2026-05-21/posts.md,The data you enter in the first week of a new grant award determines how manageable compliance will be for the entire grant period.,pending
2026-05-21-post-08,2026-05-21,15:01,post,8,COMPARISON_INSIGHT,linkedin-output/2026-05-21/posts.md,Bloomerang and Network for Good are both positioned as nonprofit CRM platforms. They differ significantly in pricing and scope. They are identical on one point: neither has grant management or restricted fund compliance features.,pending
2026-05-21-article,2026-05-21,16:25,article,,ARTICLE,linkedin-output/2026-05-21/article.md,How to Negotiate a Negotiated Indirect Cost Rate Agreement (NICRA): A Practical Guide for Nonprofit Finance Teams,pending
2026-05-21-post-09,2026-05-21,17:49,post,9,LIST_POST,linkedin-output/2026-05-21/posts.md,"Seven grant management tools for small nonprofits, ranked honestly.",pending
2026-05-21-post-10,2026-05-21,19:13,post,10,HOW_TO,linkedin-output/2026-05-21/posts.md,The TCJA silo rule turned Form 990-T compliance into a fundamentally different problem for nonprofits with multiple revenue streams.,pending
2026-05-22-post-01,2026-05-22,05:13,post,1,STAT_BOMB,linkedin-output/2026-05-22/posts.md,"HUD awarded approximately $3.3 billion in CDBG formula funds in FY2024, and a significant share flowed through nonprofit subrecipients who are now running four separate compliance systems simultaneously.",pending
2026-05-22-post-02,2026-05-22,06:37,post,2,MYTH_BUSTER,linkedin-output/2026-05-22/posts.md,"North Carolina has approximately 50,000 registered nonprofits — and a Charlotte-area organization managing a DHHS behavioral health contract, a Bank of America foundation grant, and a federal HUD community development award is tracking three separate fiscal calendars at once.",pending
2026-05-22-post-03,2026-05-22,08:01,post,3,WORKFLOW_STEP,linkedin-output/2026-05-22/posts.md,A cost transfer discovered after federal grant closeout is not an administrative correction — it is a compliance event that requires written federal prior approval before a single journal entry is booked.,pending
2026-05-22-post-04,2026-05-22,09:25,post,4,TERM_EXPLAINED,linkedin-output/2026-05-22/posts.md,"The single audit threshold is now $1,000,000 in federal expenditures in a fiscal year — updated under the 2024 revisions to 2 CFR Part 200, effective for fiscal years ending September 30, 2025 or later.",pending
2026-05-22-post-05,2026-05-22,10:49,post,5,TOOL_TEARDOWN,linkedin-output/2026-05-22/posts.md,Instrumentl's Full Lifecycle tier now starts at $999/month and extends into spend tracking — but it still does not replace donor CRM or a unified restricted-fund compliance workflow.,pending
2026-05-22-post-06,2026-05-22,12:13,post,6,HOW_TO,linkedin-output/2026-05-22/posts.md,"Salesforce's 10 free nonprofit licenses are worth approximately $15,000 per year in retail value. The three-year total cost of ownership for a mid-sized nonprofit runs $75,000 to $275,000.",pending
2026-05-22-post-07,2026-05-22,13:37,post,7,FREE_RESOURCE,linkedin-output/2026-05-22/posts.md,Most major donor solicitations fail because the ask arrives before the relationship.,pending
2026-05-22-post-08,2026-05-22,15:01,post,8,COMPARISON_INSIGHT,linkedin-output/2026-05-22/posts.md,Bloomerang and GrantPipe are not competing for the same buyer.,pending
2026-05-22-article,2026-05-22,16:25,article,,ARTICLE,linkedin-output/2026-05-22/article.md,How to Prepare a Clean SEFA Before Your Single Audit Begins,pending
2026-05-22-post-09,2026-05-22,17:49,post,9,LIST_POST,linkedin-output/2026-05-22/posts.md,"68 percent of nonprofits using QuickBooks for fund tracking maintain at least one parallel spreadsheet for restricted balance management, averaging 8.5 hours per month in maintenance.",pending
2026-05-22-post-10,2026-05-22,19:13,post,10,HOW_TO,linkedin-output/2026-05-22/posts.md,Illinois charities registered with the Attorney General must file Form AG990-IL within six months of fiscal year end. The filing fee is $15. The audit and review thresholds are easy to miss.,pending
