id,groupId,platform,integrationId,date,local_date,slot_label,content
"grantpipe-2026-252-2026-06-27-late-linkedin","grantpipe-2026-252-2026-06-27-late","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-06-27T22:35:00.000Z","2026-06-27","late","End the day with equipment note.

Save item list near award rule.

A clean file helps the next reviewer."
"grantpipe-2026-252-2026-06-27-morning-x","grantpipe-2026-252-2026-06-27-morning","x","cmq5aut9y0087mv0yt9otastk","2026-06-27T13:45:00.000Z","2026-06-27","morning","supply cost check: match receipt to program note. Name the reviewer."
"grantpipe-2026-252-2026-06-27-midday-x","grantpipe-2026-252-2026-06-27-midday","x","cmq5aut9y0087mv0yt9otastk","2026-06-27T18:15:00.000Z","2026-06-27","midday","Keep travel cost simple. Show approval. Show grant purpose. Name the next owner."
"grantpipe-2026-252-2026-06-27-late-x","grantpipe-2026-252-2026-06-27-late","x","cmq5aut9y0087mv0yt9otastk","2026-06-27T22:35:00.000Z","2026-06-27","late","Close the loop on equipment note. Save item list near award rule."
"grantpipe-2026-252-2026-06-27-morning-threads","grantpipe-2026-252-2026-06-27-morning","threads","cmq5b15k300k4qp0yypplg57c","2026-06-27T13:45:00.000Z","2026-06-27","morning","Small grant check: supply cost. Match receipt to program note. Then name the reviewer."
"grantpipe-2026-252-2026-06-27-midday-threads","grantpipe-2026-252-2026-06-27-midday","threads","cmq5b15k300k4qp0yypplg57c","2026-06-27T18:15:00.000Z","2026-06-27","midday","For travel cost, keep the file plain. Show approval. Show grant purpose. Name the next step."
"grantpipe-2026-252-2026-06-27-late-threads","grantpipe-2026-252-2026-06-27-late","threads","cmq5b15k300k4qp0yypplg57c","2026-06-27T22:35:00.000Z","2026-06-27","late","Before the day ends, check equipment note. Put item list next to award rule."
"grantpipe-2026-252-2026-06-28-morning-linkedin","grantpipe-2026-252-2026-06-28-morning","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-06-28T13:45:00.000Z","2026-06-28","morning","report draft check.

Match GL total to file proof. Name the finance.

If it breaks, write the next step."
"grantpipe-2026-252-2026-06-28-midday-linkedin","grantpipe-2026-252-2026-06-28-midday","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-06-28T18:15:00.000Z","2026-06-28","midday","Keep monitoring note plain.

Show site check. Show follow-up.

Then name who owns the next step."
"grantpipe-2026-252-2026-06-28-late-linkedin","grantpipe-2026-252-2026-06-28-late","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-06-28T22:35:00.000Z","2026-06-28","late","End the day with subaward check.

Save partner invoice near review note.

A clean file helps the next reviewer."
"grantpipe-2026-252-2026-06-28-morning-x","grantpipe-2026-252-2026-06-28-morning","x","cmq5aut9y0087mv0yt9otastk","2026-06-28T13:45:00.000Z","2026-06-28","morning","report draft check: match GL total to file proof. Name the finance."
"grantpipe-2026-252-2026-06-28-midday-x","grantpipe-2026-252-2026-06-28-midday","x","cmq5aut9y0087mv0yt9otastk","2026-06-28T18:15:00.000Z","2026-06-28","midday","Keep monitoring note simple. Show site check. Show follow-up. Name the next owner."
"grantpipe-2026-252-2026-06-28-late-x","grantpipe-2026-252-2026-06-28-late","x","cmq5aut9y0087mv0yt9otastk","2026-06-28T22:35:00.000Z","2026-06-28","late","Close the loop on subaward check. Save partner invoice near review note."
"grantpipe-2026-252-2026-06-28-morning-threads","grantpipe-2026-252-2026-06-28-morning","threads","cmq5b15k300k4qp0yypplg57c","2026-06-28T13:45:00.000Z","2026-06-28","morning","Small grant check: report draft. Match GL total to file proof. Then name the finance."
"grantpipe-2026-252-2026-06-28-midday-threads","grantpipe-2026-252-2026-06-28-midday","threads","cmq5b15k300k4qp0yypplg57c","2026-06-28T18:15:00.000Z","2026-06-28","midday","For monitoring note, keep the file plain. Show site check. Show follow-up. Name the next step."
"grantpipe-2026-252-2026-06-28-late-threads","grantpipe-2026-252-2026-06-28-late","threads","cmq5b15k300k4qp0yypplg57c","2026-06-28T22:35:00.000Z","2026-06-28","late","Before the day ends, check subaward check. Put partner invoice next to review note."
"grantpipe-2026-252-2026-06-29-morning-linkedin","grantpipe-2026-252-2026-06-29-morning","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-06-29T13:45:00.000Z","2026-06-29","morning","funder email check.

Match decision note to next step. Name the grant owner.

If it breaks, write the next step."
"grantpipe-2026-252-2026-06-29-midday-linkedin","grantpipe-2026-252-2026-06-29-midday","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-06-29T18:15:00.000Z","2026-06-29","midday","Keep award renewal plain.

Show old budget. Show new ask.

Then name who owns the next step."
"grantpipe-2026-252-2026-06-29-late-linkedin","grantpipe-2026-252-2026-06-29-late","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-06-29T22:35:00.000Z","2026-06-29","late","End the day with closeout binder.

Save final report near support file.

A clean file helps the next reviewer."
"grantpipe-2026-252-2026-06-29-morning-x","grantpipe-2026-252-2026-06-29-morning","x","cmq5aut9y0087mv0yt9otastk","2026-06-29T13:45:00.000Z","2026-06-29","morning","funder email check: match decision note to next step. Name the grant owner."
"grantpipe-2026-252-2026-06-29-midday-x","grantpipe-2026-252-2026-06-29-midday","x","cmq5aut9y0087mv0yt9otastk","2026-06-29T18:15:00.000Z","2026-06-29","midday","Keep award renewal simple. Show old budget. Show new ask. Name the next owner."
"grantpipe-2026-252-2026-06-29-late-x","grantpipe-2026-252-2026-06-29-late","x","cmq5aut9y0087mv0yt9otastk","2026-06-29T22:35:00.000Z","2026-06-29","late","Close the loop on closeout binder. Save final report near support file."
"grantpipe-2026-252-2026-06-29-morning-threads","grantpipe-2026-252-2026-06-29-morning","threads","cmq5b15k300k4qp0yypplg57c","2026-06-29T13:45:00.000Z","2026-06-29","morning","Small grant check: funder email. Match decision note to next step. Then name the grant owner."
"grantpipe-2026-252-2026-06-29-midday-threads","grantpipe-2026-252-2026-06-29-midday","threads","cmq5b15k300k4qp0yypplg57c","2026-06-29T18:15:00.000Z","2026-06-29","midday","For award renewal, keep the file plain. Show old budget. Show new ask. Name the next step."
"grantpipe-2026-252-2026-06-29-late-threads","grantpipe-2026-252-2026-06-29-late","threads","cmq5b15k300k4qp0yypplg57c","2026-06-29T22:35:00.000Z","2026-06-29","late","Before the day ends, check closeout binder. Put final report next to support file."
"grantpipe-2026-252-2026-06-30-morning-linkedin","grantpipe-2026-252-2026-06-30-morning","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-06-30T13:45:00.000Z","2026-06-30","morning","foundation note check.

Match public filing to prospect file. Name the development.

If it breaks, write the next step."
"grantpipe-2026-252-2026-06-30-midday-linkedin","grantpipe-2026-252-2026-06-30-midday","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-06-30T18:15:00.000Z","2026-06-30","midday","Keep Grants.gov hit plain.

Show source link. Show pipeline record.

Then name who owns the next step."
"grantpipe-2026-252-2026-06-30-late-linkedin","grantpipe-2026-252-2026-06-30-late","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-06-30T22:35:00.000Z","2026-06-30","late","End the day with CSV import.

Save old sheet near new record.

A clean file helps the next reviewer."
"grantpipe-2026-252-2026-06-30-morning-x","grantpipe-2026-252-2026-06-30-morning","x","cmq5aut9y0087mv0yt9otastk","2026-06-30T13:45:00.000Z","2026-06-30","morning","foundation note check: match public filing to prospect file. Name the development."
"grantpipe-2026-252-2026-06-30-midday-x","grantpipe-2026-252-2026-06-30-midday","x","cmq5aut9y0087mv0yt9otastk","2026-06-30T18:15:00.000Z","2026-06-30","midday","Keep Grants.gov hit simple. Show source link. Show pipeline record. Name the next owner."
"grantpipe-2026-252-2026-06-30-late-x","grantpipe-2026-252-2026-06-30-late","x","cmq5aut9y0087mv0yt9otastk","2026-06-30T22:35:00.000Z","2026-06-30","late","Close the loop on CSV import. Save old sheet near new record."
"grantpipe-2026-252-2026-06-30-morning-threads","grantpipe-2026-252-2026-06-30-morning","threads","cmq5b15k300k4qp0yypplg57c","2026-06-30T13:45:00.000Z","2026-06-30","morning","Small grant check: foundation note. Match public filing to prospect file. Then name the development."
"grantpipe-2026-252-2026-06-30-midday-threads","grantpipe-2026-252-2026-06-30-midday","threads","cmq5b15k300k4qp0yypplg57c","2026-06-30T18:15:00.000Z","2026-06-30","midday","For Grants.gov hit, keep the file plain. Show source link. Show pipeline record. Name the next step."
"grantpipe-2026-252-2026-06-30-late-threads","grantpipe-2026-252-2026-06-30-late","threads","cmq5b15k300k4qp0yypplg57c","2026-06-30T22:35:00.000Z","2026-06-30","late","Before the day ends, check CSV import. Put old sheet next to new record."
"grantpipe-2026-252-2026-07-01-morning-linkedin","grantpipe-2026-252-2026-07-01-morning","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-07-01T13:45:00.000Z","2026-07-01","morning","spreadsheet risk check.

Match manual total to source row. Name the finance.

If it breaks, write the next step."
"grantpipe-2026-252-2026-07-01-midday-linkedin","grantpipe-2026-252-2026-07-01-midday","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-07-01T18:15:00.000Z","2026-07-01","midday","Keep shared drive gap plain.

Show file link. Show owner note.

Then name who owns the next step."
"grantpipe-2026-252-2026-07-01-late-linkedin","grantpipe-2026-252-2026-07-01-late","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-07-01T22:35:00.000Z","2026-07-01","late","End the day with donor CRM gap.

Save grant term near finance note.

A clean file helps the next reviewer."
"grantpipe-2026-252-2026-07-01-morning-x","grantpipe-2026-252-2026-07-01-morning","x","cmq5aut9y0087mv0yt9otastk","2026-07-01T13:45:00.000Z","2026-07-01","morning","spreadsheet risk check: match manual total to source row. Name the finance."
"grantpipe-2026-252-2026-07-01-midday-x","grantpipe-2026-252-2026-07-01-midday","x","cmq5aut9y0087mv0yt9otastk","2026-07-01T18:15:00.000Z","2026-07-01","midday","Keep shared drive gap simple. Show file link. Show owner note. Name the next owner."
"grantpipe-2026-252-2026-07-01-late-x","grantpipe-2026-252-2026-07-01-late","x","cmq5aut9y0087mv0yt9otastk","2026-07-01T22:35:00.000Z","2026-07-01","late","Close the loop on donor CRM gap. Save grant term near finance note."
"grantpipe-2026-252-2026-07-01-morning-threads","grantpipe-2026-252-2026-07-01-morning","threads","cmq5b15k300k4qp0yypplg57c","2026-07-01T13:45:00.000Z","2026-07-01","morning","Small grant check: spreadsheet risk. Match manual total to source row. Then name the finance."
"grantpipe-2026-252-2026-07-01-midday-threads","grantpipe-2026-252-2026-07-01-midday","threads","cmq5b15k300k4qp0yypplg57c","2026-07-01T18:15:00.000Z","2026-07-01","midday","For shared drive gap, keep the file plain. Show file link. Show owner note. Name the next step."
"grantpipe-2026-252-2026-07-01-late-threads","grantpipe-2026-252-2026-07-01-late","threads","cmq5b15k300k4qp0yypplg57c","2026-07-01T22:35:00.000Z","2026-07-01","late","Before the day ends, check donor CRM gap. Put grant term next to finance note."
"grantpipe-2026-252-2026-07-02-morning-linkedin","grantpipe-2026-252-2026-07-02-morning","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-07-02T13:45:00.000Z","2026-07-02","morning","no setup fee check.

Match signup path to team note. Name the buyer.

If it breaks, write the next step."
"grantpipe-2026-252-2026-07-02-midday-linkedin","grantpipe-2026-252-2026-07-02-midday","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-07-02T18:15:00.000Z","2026-07-02","midday","Keep free trial plain.

Show real data. Show setup step.

Then name who owns the next step."
"grantpipe-2026-252-2026-07-02-late-linkedin","grantpipe-2026-252-2026-07-02-late","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-07-02T22:35:00.000Z","2026-07-02","late","End the day with public pricing.

Save plan page near trial note.

A clean file helps the next reviewer."
"grantpipe-2026-252-2026-07-02-morning-x","grantpipe-2026-252-2026-07-02-morning","x","cmq5aut9y0087mv0yt9otastk","2026-07-02T13:45:00.000Z","2026-07-02","morning","no setup fee check: match signup path to team note. Name the buyer."
"grantpipe-2026-252-2026-07-02-midday-x","grantpipe-2026-252-2026-07-02-midday","x","cmq5aut9y0087mv0yt9otastk","2026-07-02T18:15:00.000Z","2026-07-02","midday","Keep free trial simple. Show real data. Show setup step. Name the next owner."
"grantpipe-2026-252-2026-07-02-late-x","grantpipe-2026-252-2026-07-02-late","x","cmq5aut9y0087mv0yt9otastk","2026-07-02T22:35:00.000Z","2026-07-02","late","Close the loop on public pricing. Save plan page near trial note."
"grantpipe-2026-252-2026-07-02-morning-threads","grantpipe-2026-252-2026-07-02-morning","threads","cmq5b15k300k4qp0yypplg57c","2026-07-02T13:45:00.000Z","2026-07-02","morning","Small grant check: no setup fee. Match signup path to team note. Then name the buyer."
"grantpipe-2026-252-2026-07-02-midday-threads","grantpipe-2026-252-2026-07-02-midday","threads","cmq5b15k300k4qp0yypplg57c","2026-07-02T18:15:00.000Z","2026-07-02","midday","For free trial, keep the file plain. Show real data. Show setup step. Name the next step."
"grantpipe-2026-252-2026-07-02-late-threads","grantpipe-2026-252-2026-07-02-late","threads","cmq5b15k300k4qp0yypplg57c","2026-07-02T22:35:00.000Z","2026-07-02","late","Before the day ends, check public pricing. Put plan page next to trial note."
"grantpipe-2026-252-2026-07-03-morning-linkedin","grantpipe-2026-252-2026-07-03-morning","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-07-03T13:45:00.000Z","2026-07-03","morning","activity log check.

Match change note to record owner. Name the reviewer.

If it breaks, write the next step."
"grantpipe-2026-252-2026-07-03-midday-linkedin","grantpipe-2026-252-2026-07-03-midday","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-07-03T18:15:00.000Z","2026-07-03","midday","Keep funder portal plain.

Show grant file. Show report proof.

Then name who owns the next step."
"grantpipe-2026-252-2026-07-03-late-linkedin","grantpipe-2026-252-2026-07-03-late","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-07-03T22:35:00.000Z","2026-07-03","late","End the day with auditor portal.

Save read-only file near review scope.

A clean file helps the next reviewer."
"grantpipe-2026-252-2026-07-03-morning-x","grantpipe-2026-252-2026-07-03-morning","x","cmq5aut9y0087mv0yt9otastk","2026-07-03T13:45:00.000Z","2026-07-03","morning","activity log check: match change note to record owner. Name the reviewer."
"grantpipe-2026-252-2026-07-03-midday-x","grantpipe-2026-252-2026-07-03-midday","x","cmq5aut9y0087mv0yt9otastk","2026-07-03T18:15:00.000Z","2026-07-03","midday","Keep funder portal simple. Show grant file. Show report proof. Name the next owner."
"grantpipe-2026-252-2026-07-03-late-x","grantpipe-2026-252-2026-07-03-late","x","cmq5aut9y0087mv0yt9otastk","2026-07-03T22:35:00.000Z","2026-07-03","late","Close the loop on auditor portal. Save read-only file near review scope."
"grantpipe-2026-252-2026-07-03-morning-threads","grantpipe-2026-252-2026-07-03-morning","threads","cmq5b15k300k4qp0yypplg57c","2026-07-03T13:45:00.000Z","2026-07-03","morning","Small grant check: activity log. Match change note to record owner. Then name the reviewer."
"grantpipe-2026-252-2026-07-03-midday-threads","grantpipe-2026-252-2026-07-03-midday","threads","cmq5b15k300k4qp0yypplg57c","2026-07-03T18:15:00.000Z","2026-07-03","midday","For funder portal, keep the file plain. Show grant file. Show report proof. Name the next step."
"grantpipe-2026-252-2026-07-03-late-threads","grantpipe-2026-252-2026-07-03-late","threads","cmq5b15k300k4qp0yypplg57c","2026-07-03T22:35:00.000Z","2026-07-03","late","Before the day ends, check auditor portal. Put read-only file next to review scope."
"grantpipe-2026-252-2026-07-04-morning-linkedin","grantpipe-2026-252-2026-07-04-morning","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-07-04T13:45:00.000Z","2026-07-04","morning","spend-down note check.

Match spent line to balance. Name the grant owner.

If it breaks, write the next step."
"grantpipe-2026-252-2026-07-04-midday-linkedin","grantpipe-2026-252-2026-07-04-midday","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-07-04T18:15:00.000Z","2026-07-04","midday","Keep fund release plain.

Show purpose met. Show proof note.

Then name who owns the next step."
"grantpipe-2026-252-2026-07-04-late-linkedin","grantpipe-2026-252-2026-07-04-late","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-07-04T22:35:00.000Z","2026-07-04","late","End the day with evidence trail.

Save source file near report answer.

A clean file helps the next reviewer."
"grantpipe-2026-252-2026-07-04-morning-x","grantpipe-2026-252-2026-07-04-morning","x","cmq5aut9y0087mv0yt9otastk","2026-07-04T13:45:00.000Z","2026-07-04","morning","spend-down note check: match spent line to balance. Name the grant owner."
"grantpipe-2026-252-2026-07-04-midday-x","grantpipe-2026-252-2026-07-04-midday","x","cmq5aut9y0087mv0yt9otastk","2026-07-04T18:15:00.000Z","2026-07-04","midday","Keep fund release simple. Show purpose met. Show proof note. Name the next owner."
"grantpipe-2026-252-2026-07-04-late-x","grantpipe-2026-252-2026-07-04-late","x","cmq5aut9y0087mv0yt9otastk","2026-07-04T22:35:00.000Z","2026-07-04","late","Close the loop on evidence trail. Save source file near report answer."
"grantpipe-2026-252-2026-07-04-morning-threads","grantpipe-2026-252-2026-07-04-morning","threads","cmq5b15k300k4qp0yypplg57c","2026-07-04T13:45:00.000Z","2026-07-04","morning","Small grant check: spend-down note. Match spent line to balance. Then name the grant owner."
"grantpipe-2026-252-2026-07-04-midday-threads","grantpipe-2026-252-2026-07-04-midday","threads","cmq5b15k300k4qp0yypplg57c","2026-07-04T18:15:00.000Z","2026-07-04","midday","For fund release, keep the file plain. Show purpose met. Show proof note. Name the next step."
"grantpipe-2026-252-2026-07-04-late-threads","grantpipe-2026-252-2026-07-04-late","threads","cmq5b15k300k4qp0yypplg57c","2026-07-04T22:35:00.000Z","2026-07-04","late","Before the day ends, check evidence trail. Put source file next to report answer."
"grantpipe-2026-252-2026-07-05-morning-linkedin","grantpipe-2026-252-2026-07-05-morning","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-07-05T13:45:00.000Z","2026-07-05","morning","Friday check check.

Match changed item to next step. Name the team.

If it breaks, write the next step."
"grantpipe-2026-252-2026-07-05-midday-linkedin","grantpipe-2026-252-2026-07-05-midday","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-07-05T18:15:00.000Z","2026-07-05","midday","Keep Monday list plain.

Show due item. Show blocked item.

Then name who owns the next step."
"grantpipe-2026-252-2026-07-05-late-linkedin","grantpipe-2026-252-2026-07-05-late","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-07-05T22:35:00.000Z","2026-07-05","late","End the day with board prep.

Save grant list near risk note.

A clean file helps the next reviewer."
"grantpipe-2026-252-2026-07-05-morning-x","grantpipe-2026-252-2026-07-05-morning","x","cmq5aut9y0087mv0yt9otastk","2026-07-05T13:45:00.000Z","2026-07-05","morning","Friday check check: match changed item to next step. Name the team."
"grantpipe-2026-252-2026-07-05-midday-x","grantpipe-2026-252-2026-07-05-midday","x","cmq5aut9y0087mv0yt9otastk","2026-07-05T18:15:00.000Z","2026-07-05","midday","Keep Monday list simple. Show due item. Show blocked item. Name the next owner."
"grantpipe-2026-252-2026-07-05-late-x","grantpipe-2026-252-2026-07-05-late","x","cmq5aut9y0087mv0yt9otastk","2026-07-05T22:35:00.000Z","2026-07-05","late","Close the loop on board prep. Save grant list near risk note."
"grantpipe-2026-252-2026-07-05-morning-threads","grantpipe-2026-252-2026-07-05-morning","threads","cmq5b15k300k4qp0yypplg57c","2026-07-05T13:45:00.000Z","2026-07-05","morning","Small grant check: Friday check. Match changed item to next step. Then name the team."
"grantpipe-2026-252-2026-07-05-midday-threads","grantpipe-2026-252-2026-07-05-midday","threads","cmq5b15k300k4qp0yypplg57c","2026-07-05T18:15:00.000Z","2026-07-05","midday","For Monday list, keep the file plain. Show due item. Show blocked item. Name the next step."
"grantpipe-2026-252-2026-07-05-late-threads","grantpipe-2026-252-2026-07-05-late","threads","cmq5b15k300k4qp0yypplg57c","2026-07-05T22:35:00.000Z","2026-07-05","late","Before the day ends, check board prep. Put grant list next to risk note."
"grantpipe-2026-252-2026-07-06-morning-linkedin","grantpipe-2026-252-2026-07-06-morning","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-07-06T13:45:00.000Z","2026-07-06","morning","approval trail check.

Match who approved to why it fits. Name the reviewer.

If it breaks, write the next step."
"grantpipe-2026-252-2026-07-06-midday-linkedin","grantpipe-2026-252-2026-07-06-midday","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-07-06T18:15:00.000Z","2026-07-06","midday","Keep report owner plain.

Show draft date. Show send date.

Then name who owns the next step."
"grantpipe-2026-252-2026-07-06-late-linkedin","grantpipe-2026-252-2026-07-06-late","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-07-06T22:35:00.000Z","2026-07-06","late","End the day with weekend cleanup.

Save file name near owner note.

A clean file helps the next reviewer."
"grantpipe-2026-252-2026-07-06-morning-x","grantpipe-2026-252-2026-07-06-morning","x","cmq5aut9y0087mv0yt9otastk","2026-07-06T13:45:00.000Z","2026-07-06","morning","approval trail check: match who approved to why it fits. Name the reviewer."
"grantpipe-2026-252-2026-07-06-midday-x","grantpipe-2026-252-2026-07-06-midday","x","cmq5aut9y0087mv0yt9otastk","2026-07-06T18:15:00.000Z","2026-07-06","midday","Keep report owner simple. Show draft date. Show send date. Name the next owner."
"grantpipe-2026-252-2026-07-06-late-x","grantpipe-2026-252-2026-07-06-late","x","cmq5aut9y0087mv0yt9otastk","2026-07-06T22:35:00.000Z","2026-07-06","late","Close the loop on weekend cleanup. Save file name near owner note."
"grantpipe-2026-252-2026-07-06-morning-threads","grantpipe-2026-252-2026-07-06-morning","threads","cmq5b15k300k4qp0yypplg57c","2026-07-06T13:45:00.000Z","2026-07-06","morning","Small grant check: approval trail. Match who approved to why it fits. Then name the reviewer."
"grantpipe-2026-252-2026-07-06-midday-threads","grantpipe-2026-252-2026-07-06-midday","threads","cmq5b15k300k4qp0yypplg57c","2026-07-06T18:15:00.000Z","2026-07-06","midday","For report owner, keep the file plain. Show draft date. Show send date. Name the next step."
"grantpipe-2026-252-2026-07-06-late-threads","grantpipe-2026-252-2026-07-06-late","threads","cmq5b15k300k4qp0yypplg57c","2026-07-06T22:35:00.000Z","2026-07-06","late","Before the day ends, check weekend cleanup. Put file name next to owner note."
"grantpipe-2026-252-2026-07-07-morning-linkedin","grantpipe-2026-252-2026-07-07-morning","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-07-07T13:45:00.000Z","2026-07-07","morning","open obligation check.

Match vendor bill to closeout date. Name the finance.

If it breaks, write the next step."
"grantpipe-2026-252-2026-07-07-midday-linkedin","grantpipe-2026-252-2026-07-07-midday","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-07-07T18:15:00.000Z","2026-07-07","midday","Keep journal entry plain.

Show grant code. Show support note.

Then name who owns the next step."
"grantpipe-2026-252-2026-07-07-late-linkedin","grantpipe-2026-252-2026-07-07-late","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-07-07T22:35:00.000Z","2026-07-07","late","End the day with cost transfer.

Save old code near new code.

A clean file helps the next reviewer."
"grantpipe-2026-252-2026-07-07-morning-x","grantpipe-2026-252-2026-07-07-morning","x","cmq5aut9y0087mv0yt9otastk","2026-07-07T13:45:00.000Z","2026-07-07","morning","open obligation check: match vendor bill to closeout date. Name the finance."
"grantpipe-2026-252-2026-07-07-midday-x","grantpipe-2026-252-2026-07-07-midday","x","cmq5aut9y0087mv0yt9otastk","2026-07-07T18:15:00.000Z","2026-07-07","midday","Keep journal entry simple. Show grant code. Show support note. Name the next owner."
"grantpipe-2026-252-2026-07-07-late-x","grantpipe-2026-252-2026-07-07-late","x","cmq5aut9y0087mv0yt9otastk","2026-07-07T22:35:00.000Z","2026-07-07","late","Close the loop on cost transfer. Save old code near new code."
"grantpipe-2026-252-2026-07-07-morning-threads","grantpipe-2026-252-2026-07-07-morning","threads","cmq5b15k300k4qp0yypplg57c","2026-07-07T13:45:00.000Z","2026-07-07","morning","Small grant check: open obligation. Match vendor bill to closeout date. Then name the finance."
"grantpipe-2026-252-2026-07-07-midday-threads","grantpipe-2026-252-2026-07-07-midday","threads","cmq5b15k300k4qp0yypplg57c","2026-07-07T18:15:00.000Z","2026-07-07","midday","For journal entry, keep the file plain. Show grant code. Show support note. Name the next step."
"grantpipe-2026-252-2026-07-07-late-threads","grantpipe-2026-252-2026-07-07-late","threads","cmq5b15k300k4qp0yypplg57c","2026-07-07T22:35:00.000Z","2026-07-07","late","Before the day ends, check cost transfer. Put old code next to new code."
"grantpipe-2026-252-2026-07-08-morning-linkedin","grantpipe-2026-252-2026-07-08-morning","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-07-08T13:45:00.000Z","2026-07-08","morning","cash receipt check.

Match deposit date to grant code. Name the finance.

If it breaks, write the next step."
"grantpipe-2026-252-2026-07-08-midday-linkedin","grantpipe-2026-252-2026-07-08-midday","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-07-08T18:15:00.000Z","2026-07-08","midday","Keep renewal file plain.

Show old report. Show next ask.

Then name who owns the next step."
"grantpipe-2026-252-2026-07-08-late-linkedin","grantpipe-2026-252-2026-07-08-late","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-07-08T22:35:00.000Z","2026-07-08","late","End the day with award period.

Save start date near end date.

A clean file helps the next reviewer."
"grantpipe-2026-252-2026-07-08-morning-x","grantpipe-2026-252-2026-07-08-morning","x","cmq5aut9y0087mv0yt9otastk","2026-07-08T13:45:00.000Z","2026-07-08","morning","cash receipt check: match deposit date to grant code. Name the finance."
"grantpipe-2026-252-2026-07-08-midday-x","grantpipe-2026-252-2026-07-08-midday","x","cmq5aut9y0087mv0yt9otastk","2026-07-08T18:15:00.000Z","2026-07-08","midday","Keep renewal file simple. Show old report. Show next ask. Name the next owner."
"grantpipe-2026-252-2026-07-08-late-x","grantpipe-2026-252-2026-07-08-late","x","cmq5aut9y0087mv0yt9otastk","2026-07-08T22:35:00.000Z","2026-07-08","late","Close the loop on award period. Save start date near end date."
"grantpipe-2026-252-2026-07-08-morning-threads","grantpipe-2026-252-2026-07-08-morning","threads","cmq5b15k300k4qp0yypplg57c","2026-07-08T13:45:00.000Z","2026-07-08","morning","Small grant check: cash receipt. Match deposit date to grant code. Then name the finance."
"grantpipe-2026-252-2026-07-08-midday-threads","grantpipe-2026-252-2026-07-08-midday","threads","cmq5b15k300k4qp0yypplg57c","2026-07-08T18:15:00.000Z","2026-07-08","midday","For renewal file, keep the file plain. Show old report. Show next ask. Name the next step."
"grantpipe-2026-252-2026-07-08-late-threads","grantpipe-2026-252-2026-07-08-late","threads","cmq5b15k300k4qp0yypplg57c","2026-07-08T22:35:00.000Z","2026-07-08","late","Before the day ends, check award period. Put start date next to end date."
"grantpipe-2026-252-2026-07-09-morning-linkedin","grantpipe-2026-252-2026-07-09-morning","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-07-09T13:45:00.000Z","2026-07-09","morning","risk note check.

Match missing proof to next check. Name the grant owner.

If it breaks, write the next step."
"grantpipe-2026-252-2026-07-09-midday-linkedin","grantpipe-2026-252-2026-07-09-midday","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-07-09T18:15:00.000Z","2026-07-09","midday","Keep grant status plain.

Show open task. Show owner.

Then name who owns the next step."
"grantpipe-2026-252-2026-07-09-late-linkedin","grantpipe-2026-252-2026-07-09-late","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-07-09T22:35:00.000Z","2026-07-09","late","End the day with board view.

Save fund balance near next deadline.

A clean file helps the next reviewer."
"grantpipe-2026-252-2026-07-09-morning-x","grantpipe-2026-252-2026-07-09-morning","x","cmq5aut9y0087mv0yt9otastk","2026-07-09T13:45:00.000Z","2026-07-09","morning","risk note check: match missing proof to next check. Name the grant owner."
