post_id,scheduled_at_et,scheduled_at_utc,timezone,platform,account,type,integration_id,settings_json,pillar,hook_code,length_code,cta_type,cta_url,claim_sources,export_pattern,humanizer_status,review_status,source_file,post_body
2026-06-03_20-30_wed-15,2026-06-03 20:30,2026-06-04T00:30:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P5,Q,s,none,,board fundraising toolkit; writer brief,ICP work life,passed,passed,content/social/linkedin/2026-W23/2026-06-03_20-30_wed-15.txt,"Question for the board chair:

Which two introductions would help the Development Director in June?

Not a vague ""open doors"" ask.

Two names.

Why each person matters.

What the next step should be.

Board fundraising gets less awkward when the ask is specific enough to answer."
2026-06-04_06-45_thu-01,2026-06-04 06:45,2026-06-04T10:45:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P1,Q,s,none,,docs/social/linkedin/june-2026-campaign/strategy.md; docs/social/linkedin/june-2026-campaign/writer-brief.md; docs/social/linkedin/WRITER-BRIEF.md; packages/shared/src/knowledge/marketing/content/guides/grant-documentation-checklist-audit-ready.md,quick check compliance artifact,passed,passed,content/social/linkedin/2026-W23/2026-06-04_06-45_thu-01.txt,"Quick check: can every questioned cost in your file point to a source document?

Not a summary.
Not a screenshot of a total.

The invoice, payment proof, approval, coding, and grant term should live close enough together that a reviewer can follow the dollar without asking your team to rebuild the story."
2026-06-04_07-30_thu-02,2026-06-04 07:30,2026-06-04T11:30:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P3,L,s,none,,docs/social/linkedin/june-2026-campaign/strategy.md; docs/social/linkedin/june-2026-campaign/writer-brief.md; docs/social/linkedin/WRITER-BRIEF.md; .agents/product-marketing-context.md,Development to Finance handoff,passed,passed,content/social/linkedin/2026-W23/2026-06-04_07-30_thu-02.txt,"Development to Finance handoff should not depend on memory.

For each awarded grant, hand over:

- award amount
- restriction purpose
- period of performance
- reporting dates
- match requirement
- fund or project code
- who owns evidence

The cleaner the handoff, the fewer board packet surprises later."
2026-06-04_08-15_thu-03,2026-06-04 08:15,2026-06-04T12:15:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P5,K,s,none,,docs/social/linkedin/june-2026-campaign/strategy.md; docs/social/linkedin/june-2026-campaign/writer-brief.md; docs/social/linkedin/WRITER-BRIEF.md; packages/shared/src/knowledge/marketing/content/guides/nonprofit-board-grant-reporting-dashboard.md,board packet utility,passed,passed,content/social/linkedin/2026-W23/2026-06-04_08-15_thu-03.txt,"Board packets get better when the grant page has an exception column.

The board does not need every invoice.

It does need to know which awards are off pace, which restricted balances changed, which reports are coming due, and what leadership needs to decide before the next meeting."
2026-06-04_09-00_thu-04,2026-06-04 09:00,2026-06-04T13:00:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P2,D,s,none,,docs/social/linkedin/june-2026-campaign/strategy.md; docs/social/linkedin/june-2026-campaign/writer-brief.md; docs/social/linkedin/WRITER-BRIEF.md; packages/shared/src/knowledge/marketing/content/guides/fasb-asc-958-nonprofit-reporting.md,restricted fund definition,passed,passed,content/social/linkedin/2026-W23/2026-06-04_09-00_thu-04.txt,"Restricted funds are not one balance.

A restricted balance needs a reason:

- donor purpose
- grant purpose
- time limit
- release trigger
- remaining amount

If those details live in separate files, the number may be right while the explanation is still fragile."
2026-06-04_09-45_thu-05,2026-06-04 09:45,2026-06-04T13:45:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P1,L,m,none,,docs/social/linkedin/june-2026-campaign/strategy.md; docs/social/linkedin/june-2026-campaign/writer-brief.md; docs/social/linkedin/WRITER-BRIEF.md; packages/shared/src/knowledge/marketing/content/guides/how-to-handle-disallowed-costs-on-a-federal-grant.md; packages/shared/src/knowledge/marketing/content/guides/allowable-costs-federal-grants.md,questioned costs definition,passed,passed,content/social/linkedin/2026-W23/2026-06-04_09-45_thu-05.txt,"Questioned costs can be a trail problem before they become a repayment problem.

When an auditor questions a cost, the agency has not made a final decision yet. The cost is being challenged because something about it needs support.

Start with four checks:

1. Was the cost allowed by the award and 2 CFR 200 Subpart E?
2. Did the award actually benefit from the cost?
3. Would the amount look reasonable to a careful reviewer?
4. Is the support complete enough to prove the first three answers?

The best time to answer those questions is when the cost is posted.

The second best time is before fieldwork.

The worst time is after the draft finding lands."
2026-06-04_10-30_thu-06,2026-06-04 10:30,2026-06-04T14:30:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P4,D,s,none,,docs/social/linkedin/june-2026-campaign/strategy.md; docs/social/linkedin/june-2026-campaign/writer-brief.md; docs/social/linkedin/WRITER-BRIEF.md; packages/shared/src/knowledge/marketing/content/guides/subrecipient-monitoring-requirements-uniform-guidance.md,source-heavy federal compliance,passed,passed,content/social/linkedin/2026-W23/2026-06-04_10-30_thu-06.txt,"Pass-through awards need their own evidence trail.

Under 2 CFR 200.332, a pass-through entity has to give subrecipients specific federal award data, assess risk, monitor activity, follow up on deficiencies, and issue management decisions when findings apply.

That is not just a contract file.

It is an operating record."
2026-06-04_11-15_thu-07,2026-06-04 11:15,2026-06-04T15:15:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P7,K,s,lead_magnet,https://grantpipe.com/free/2-cfr-200-audit-prep-checklist,docs/social/linkedin/june-2026-campaign/strategy.md; docs/social/linkedin/june-2026-campaign/writer-brief.md; docs/social/linkedin/WRITER-BRIEF.md; packages/shared/src/constants/lead-magnets.ts; packages/shared/src/knowledge/marketing/content/guides/how-to-handle-disallowed-costs-on-a-federal-grant.md,lead magnet teaser,passed,passed,content/social/linkedin/2026-W23/2026-06-04_11-15_thu-07.txt,"The 2 CFR 200 Audit Prep Checklist is built for the week before audit work gets loud.

It covers SEFA records, questioned costs, supporting documents, Subpart F responsibilities, and tie-outs finance teams check before fieldwork.

Free download, no email required: https://grantpipe.com/free/2-cfr-200-audit-prep-checklist"
2026-06-04_12-00_thu-08,2026-06-04 12:00,2026-06-04T16:00:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P3,C,s,none,,docs/social/linkedin/june-2026-campaign/strategy.md; docs/social/linkedin/june-2026-campaign/writer-brief.md; docs/social/linkedin/WRITER-BRIEF.md; .agents/product-marketing.md; .agents/product-marketing-context.md,donor CRM to general ledger reconciliation,passed,passed,content/social/linkedin/2026-W23/2026-06-04_12-00_thu-08.txt,"A donor record can tell you who funded the work.

It may not tell you whether the money is restricted, which report is due, what evidence supports the spending, or whether Finance released the restriction.

That is the gap between donor tracking and grant operations.

The handoff matters because the same dollar has to satisfy more than one audience."
2026-06-04_12-45_thu-09,2026-06-04 12:45,2026-06-04T16:45:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P1,L,s,none,,docs/social/linkedin/june-2026-campaign/strategy.md; docs/social/linkedin/june-2026-campaign/writer-brief.md; docs/social/linkedin/WRITER-BRIEF.md; packages/shared/src/knowledge/marketing/content/guides/grant-documentation-checklist-audit-ready.md,audit binder checklist,passed,passed,content/social/linkedin/2026-W23/2026-06-04_12-45_thu-09.txt,"An evidence trail is only useful if it follows the work.

For grant spending, keep these pieces close:

- award term
- approved budget line
- invoice or receipt
- proof of payment
- approval
- coding
- report where the cost was claimed

If the report number cannot trace back to the transaction, the report is too detached from the record."
2026-06-04_13-30_thu-10,2026-06-04 13:30,2026-06-04T17:30:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P5,Q,s,none,,docs/social/linkedin/june-2026-campaign/strategy.md; docs/social/linkedin/june-2026-campaign/writer-brief.md; docs/social/linkedin/WRITER-BRIEF.md; packages/shared/src/knowledge/marketing/content/guides/nonprofit-board-grant-reporting-dashboard.md,board packet operating check,passed,passed,content/social/linkedin/2026-W23/2026-06-04_13-30_thu-10.txt,"Finance and Development should agree on the grant story before leadership asks.

What was awarded?
What is restricted?
What has been spent?
What remains?
What is due next?

If those answers differ by department, the board packet becomes reconciliation work instead of management reporting."
2026-06-04_14-30_thu-11,2026-06-04 14:30,2026-06-04T18:30:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P2,D,s,none,,docs/social/linkedin/june-2026-campaign/strategy.md; docs/social/linkedin/june-2026-campaign/writer-brief.md; docs/social/linkedin/WRITER-BRIEF.md; packages/shared/src/knowledge/marketing/content/guides/fasb-asc-958-nonprofit-reporting.md,restricted fund release schedule,passed,passed,content/social/linkedin/2026-W23/2026-06-04_14-30_thu-11.txt,"A release from restriction is not just an accounting entry.

It is the point where the organization says: the donor or grant condition has been met, and the money can move from with donor restrictions to without donor restrictions.

That decision needs support.

Purpose met. Time met. Amount tied out."
2026-06-04_15-30_thu-12,2026-06-04 15:30,2026-06-04T19:30:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P7,B,s,lead_magnet,https://grantpipe.com/free/donor-to-grant-reconciliation-template,docs/social/linkedin/june-2026-campaign/strategy.md; docs/social/linkedin/june-2026-campaign/writer-brief.md; docs/social/linkedin/WRITER-BRIEF.md; packages/shared/src/constants/lead-magnets.ts; packages/shared/src/knowledge/marketing/content/guides/development-operations-infrastructure.md,lead magnet teaser,passed,passed,content/social/linkedin/2026-W23/2026-06-04_15-30_thu-12.txt,"The Donor-to-Grant Reconciliation Template is for the awkward middle.

The CRM has the relationship.
The ledger has the dollars.
The grant file has the restriction and reporting trail.

The template gives Development and Finance one worksheet for matching those facts before they drift.

Free download, no email required: https://grantpipe.com/free/donor-to-grant-reconciliation-template"
2026-06-04_16-30_thu-13,2026-06-04 16:30,2026-06-04T20:30:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P6,F,s,none,,docs/social/linkedin/june-2026-campaign/strategy.md; docs/social/linkedin/june-2026-campaign/writer-brief.md; docs/social/linkedin/WRITER-BRIEF.md; .agents/product-marketing.md,builder product decision,passed,passed,content/social/linkedin/2026-W23/2026-06-04_16-30_thu-13.txt,"We model grants and funds as separate records in GrantPipe.

That was intentional.

A grant is an award with deadlines, terms, reports, evidence, and performance dates.

A fund is a restricted pool of money with releases, balances, and accounting meaning.

They relate to each other, but they are not the same thing."
2026-06-04_18-30_thu-14,2026-06-04 18:30,2026-06-04T22:30:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P5,Q,s,none,,docs/social/linkedin/june-2026-campaign/strategy.md; docs/social/linkedin/june-2026-campaign/writer-brief.md; docs/social/linkedin/WRITER-BRIEF.md; .agents/product-marketing-context.md,Executive Director board prep question,passed,passed,content/social/linkedin/2026-W23/2026-06-04_18-30_thu-14.txt,"An Executive Director should be able to ask one grant question without opening five systems.

What is funded?
What is restricted?
What is due?
What is at risk?

Those are operating questions, not database questions.

The hard part is making the answer stay current after the board meeting ends."
2026-06-04_20-30_thu-15,2026-06-04 20:30,2026-06-05T00:30:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P1,Q,s,none,,docs/social/linkedin/june-2026-campaign/strategy.md; docs/social/linkedin/june-2026-campaign/writer-brief.md; docs/social/linkedin/WRITER-BRIEF.md; packages/shared/src/knowledge/marketing/content/guides/grant-documentation-checklist-audit-ready.md,quick check compliance artifact,passed,passed,content/social/linkedin/2026-W23/2026-06-04_20-30_thu-15.txt,"Before you close the day, pick one active award and trace one dollar.

Award term.
Budget line.
Expense.
Payment.
Report.

If the trail breaks, fix the filing pattern while the transaction is still familiar."
2026-06-05_06-45_fri-01,2026-06-05 06:45,2026-06-05T10:45:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P5,Q,s,none,,docs/social/linkedin/june-2026-campaign/strategy.md; docs/social/linkedin/june-2026-campaign/writer-brief.md; docs/social/linkedin/WRITER-BRIEF.md; packages/shared/src/knowledge/marketing/content/guides/restricted-fund-month-end-close-checklist.md,weekly operating check,passed,passed,content/social/linkedin/2026-W23/2026-06-05_06-45_fri-01.txt,"Friday check for grant-funded teams:

What changed this week that Finance, Development, and leadership all need to know?

One new award.
One late report.
One restricted balance shift.
One missing document.

Small updates are easier than Monday archaeology."
2026-06-05_07-30_fri-02,2026-06-05 07:30,2026-06-05T11:30:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P1,L,s,none,,docs/social/linkedin/june-2026-campaign/strategy.md; docs/social/linkedin/june-2026-campaign/writer-brief.md; docs/social/linkedin/WRITER-BRIEF.md; packages/shared/src/knowledge/marketing/content/guides/how-to-prepare-an-sf-425-step-by-step.md; packages/shared/src/knowledge/marketing/content/guides/allowable-costs-federal-grants.md,weekly reconciliation,passed,passed,content/social/linkedin/2026-W23/2026-06-05_07-30_fri-02.txt,"Weekly reconciliation should answer more than ""does the ledger tie?""

For active grants, ask:

- do expenditures match the award budget?
- does cash drawn match actual need?
- does match documentation support the claimed amount?
- do reporting totals agree with the general ledger?

The math can tie and still be incomplete."
2026-06-05_08-15_fri-03,2026-06-05 08:15,2026-06-05T12:15:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P3,C,s,none,,docs/social/linkedin/june-2026-campaign/strategy.md; docs/social/linkedin/june-2026-campaign/writer-brief.md; docs/social/linkedin/WRITER-BRIEF.md; packages/shared/src/knowledge/marketing/content/guides/development-operations-infrastructure.md,donor CRM to general ledger reconciliation,passed,passed,content/social/linkedin/2026-W23/2026-06-05_08-15_fri-03.txt,"The CRM and the general ledger are allowed to disagree for a few days.

They should not disagree for a quarter.

Gift coding, pledge balances, restricted purposes, and grant reimbursements all need a regular tie-out.

Otherwise the board packet becomes the first place anyone notices two versions of revenue."
2026-06-05_09-00_fri-04,2026-06-05 09:00,2026-06-05T13:00:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P4,D,s,none,,docs/social/linkedin/june-2026-campaign/strategy.md; docs/social/linkedin/june-2026-campaign/writer-brief.md; docs/social/linkedin/WRITER-BRIEF.md; packages/shared/src/knowledge/marketing/content/guides/how-to-maintain-sefa-records-between-audits.md,federal identifier definition,passed,passed,content/social/linkedin/2026-W23/2026-06-05_09-00_fri-04.txt,"Assistance Listing numbers matter.

The old name was CFDA. The current federal term is Assistance Listing.

For SEFA work, pass-through awards, and subrecipient files, that number tells auditors which federal program the money belongs to.

If it is missing from the award file, request it before closeout pressure starts."
2026-06-05_09-45_fri-05,2026-06-05 09:45,2026-06-05T13:45:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P1,L,s,none,,docs/social/linkedin/june-2026-campaign/strategy.md; docs/social/linkedin/june-2026-campaign/writer-brief.md; docs/social/linkedin/WRITER-BRIEF.md; packages/shared/src/knowledge/marketing/content/guides/restricted-fund-month-end-close-checklist.md; packages/shared/src/knowledge/marketing/content/guides/grant-documentation-checklist-audit-ready.md,audit binder checklist,passed,passed,content/social/linkedin/2026-W23/2026-06-05_09-45_fri-05.txt,"No-fire-drill Friday grant check:

1. One report due in the next 30 days
2. One award near a spend-down problem
3. One restricted balance that changed this week
4. One reimbursement request waiting on support
5. One document gap that would slow audit fieldwork

This is not a big meeting.

It is a way to keep small gaps from becoming a Monday pileup."
2026-06-05_10-30_fri-06,2026-06-05 10:30,2026-06-05T14:30:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P7,D,s,lead_magnet,https://grantpipe.com/free/sf-425-reporting-checklist,docs/social/linkedin/june-2026-campaign/strategy.md; docs/social/linkedin/june-2026-campaign/writer-brief.md; docs/social/linkedin/WRITER-BRIEF.md; packages/shared/src/constants/lead-magnets.ts; packages/shared/src/knowledge/marketing/content/guides/how-to-prepare-an-sf-425-step-by-step.md,lead magnet teaser,passed,passed,content/social/linkedin/2026-W23/2026-06-05_10-30_fri-06.txt,"The SF-425 Reporting Checklist is for the form line that causes too much cleanup: 10f.

Line 10f is cumulative federal expenditures for the full period of performance, not only the current quarter.

The checklist walks through the tie-out before submission.

Free download, no email required: https://grantpipe.com/free/sf-425-reporting-checklist"
2026-06-05_11-15_fri-07,2026-06-05 11:15,2026-06-05T15:15:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P3,C,s,none,,docs/social/linkedin/june-2026-campaign/strategy.md; docs/social/linkedin/june-2026-campaign/writer-brief.md; docs/social/linkedin/WRITER-BRIEF.md; packages/shared/src/knowledge/marketing/content/guides/development-operations-infrastructure.md,Development to Finance handoff,passed,passed,content/social/linkedin/2026-W23/2026-06-05_11-15_fri-07.txt,"Development owns more compliance context than people give it credit for.

It knows the funder relationship, the promised outcome, the reporting language, and the renewal stakes.

Finance owns the dollars, releases, and controls.

The grant file gets stronger when both views sit in the same handoff."
2026-06-05_12-00_fri-08,2026-06-05 12:00,2026-06-05T16:00:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P4,D,s,none,,docs/social/linkedin/june-2026-campaign/strategy.md; docs/social/linkedin/june-2026-campaign/writer-brief.md; docs/social/linkedin/WRITER-BRIEF.md; packages/shared/src/knowledge/marketing/content/guides/grant-draw-down-vs-reimbursement.md,source-heavy federal compliance,passed,passed,content/social/linkedin/2026-W23/2026-06-05_12-00_fri-08.txt,"Reimbursement grants create a timing problem.

The organization spends first, documents the cost, submits the request, then waits for payment.

That gap is manageable when requests go out frequently and support is ready.

It gets painful when the reimbursement packet becomes a monthly scavenger hunt."
2026-06-05_12-45_fri-09,2026-06-05 12:45,2026-06-05T16:45:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P5,K,s,none,,docs/social/linkedin/june-2026-campaign/strategy.md; docs/social/linkedin/june-2026-campaign/writer-brief.md; docs/social/linkedin/WRITER-BRIEF.md; packages/shared/src/knowledge/marketing/content/guides/nonprofit-board-grant-reporting-dashboard.md,board packet utility,passed,passed,content/social/linkedin/2026-W23/2026-06-05_12-45_fri-09.txt,"A board packet should not hide grant pacing.

If a major award is behind spend, ahead of spend, missing support, or carrying an upcoming report, leadership should see it before the funder does.

The board does not need staff-level detail.

It needs exception visibility."
2026-06-05_13-30_fri-10,2026-06-05 13:30,2026-06-05T17:30:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P3,N,s,none,,docs/social/linkedin/june-2026-campaign/strategy.md; docs/social/linkedin/june-2026-campaign/writer-brief.md; docs/social/linkedin/WRITER-BRIEF.md; .agents/product-marketing.md,three places grant can live,passed,passed,content/social/linkedin/2026-W23/2026-06-05_13-30_fri-10.txt,"One grant can live in four places:

The donor or funder relationship.
The award record.
The restricted fund balance.
The accounting ledger.

If those four places do not share identifiers, every report becomes matching work.

That is why naming, coding, and handoff discipline matter."
2026-06-05_14-30_fri-11,2026-06-05 14:30,2026-06-05T18:30:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P2,Q,s,none,,docs/social/linkedin/june-2026-campaign/strategy.md; docs/social/linkedin/june-2026-campaign/writer-brief.md; docs/social/linkedin/WRITER-BRIEF.md; packages/shared/src/knowledge/marketing/content/guides/restricted-fund-month-end-close-checklist.md,restricted balance question,passed,passed,content/social/linkedin/2026-W23/2026-06-05_14-30_fri-11.txt,"Restricted balance reviews need a plain-English answer.

What remains restricted?
Why is it restricted?
What condition releases it?
What changed this month?
What needs follow-up?

If only Finance can interpret the answer, the rest of the organization will rebuild it in parallel."
2026-06-05_15-30_fri-12,2026-06-05 15:30,2026-06-05T19:30:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P7,K,s,lead_magnet,https://grantpipe.com/free/grant-closeout-checklist,docs/social/linkedin/june-2026-campaign/strategy.md; docs/social/linkedin/june-2026-campaign/writer-brief.md; docs/social/linkedin/WRITER-BRIEF.md; packages/shared/src/constants/lead-magnets.ts; packages/shared/src/knowledge/marketing/content/guides/how-to-manage-grant-closeout-record-retention.md,lead magnet teaser,passed,passed,content/social/linkedin/2026-W23/2026-06-05_15-30_fri-12.txt,"Closeout gets easier when it starts before the final month.

The Grant Closeout Checklist covers final reports, final SF-425 work, remaining obligations, record retention, and the documents that should already be in the file before the award ends.

Free download, no email required: https://grantpipe.com/free/grant-closeout-checklist"
2026-06-05_16-30_fri-13,2026-06-05 16:30,2026-06-05T20:30:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P6,F,s,trial,https://app.grantpipe.com/signup,docs/social/linkedin/june-2026-campaign/strategy.md; docs/social/linkedin/june-2026-campaign/writer-brief.md; docs/social/linkedin/WRITER-BRIEF.md; .agents/product-marketing.md; docs/social/linkedin/WRITER-BRIEF.md,builder pricing decision,passed,passed,content/social/linkedin/2026-W23/2026-06-05_16-30_fri-13.txt,"We put public pricing on GrantPipe because the budget conversation should not require a sales call.

Grant-funded nonprofits already have enough conditional spending decisions.

The product has a one-month free trial, no credit card, unlimited users, no setup fee, and month-to-month billing.

Start a free trial at https://app.grantpipe.com/signup"
2026-06-05_18-30_fri-14,2026-06-05 18:30,2026-06-05T22:30:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P1,L,s,none,,docs/social/linkedin/june-2026-campaign/strategy.md; docs/social/linkedin/june-2026-campaign/writer-brief.md; docs/social/linkedin/WRITER-BRIEF.md; packages/shared/src/knowledge/marketing/content/guides/how-to-handle-disallowed-costs-on-a-federal-grant.md,questioned costs definition,passed,passed,content/social/linkedin/2026-W23/2026-06-05_18-30_fri-14.txt,"A questioned cost response should not start from panic.

Start with the record:

- award term
- 2 CFR 200 cost principle
- budget line
- allocation basis
- invoice or receipt
- payment proof
- approval trail

Then decide whether the cost is defensible, needs correction, or should be repaid."
2026-06-05_20-30_fri-15,2026-06-05 20:30,2026-06-06T00:30:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P5,L,s,none,,docs/social/linkedin/june-2026-campaign/strategy.md; docs/social/linkedin/june-2026-campaign/writer-brief.md; docs/social/linkedin/WRITER-BRIEF.md; packages/shared/src/knowledge/marketing/content/guides/restricted-fund-month-end-close-checklist.md,weekly operating check,passed,passed,content/social/linkedin/2026-W23/2026-06-05_20-30_fri-15.txt,"The best Friday close ritual is boring.

One list of reports due soon.
One list of document gaps.
One list of restricted balances that changed.
One owner for each follow-up.

That is enough to keep Monday from starting with six versions of the same question."
2026-06-06_06-45_sat-01,2026-06-06 06:45,2026-06-06T10:45:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P5,Q,s,none,,docs/social/linkedin/june-2026-campaign/strategy.md; docs/social/linkedin/june-2026-campaign/writer-brief.md; docs/social/linkedin/WRITER-BRIEF.md; packages/shared/src/knowledge/marketing/content/guides/grant-reporting-calendar-template.md,weekend maintenance,passed,passed,content/social/linkedin/2026-W23/2026-06-06_06-45_sat-01.txt,"Saturday maintenance idea:

Open the grant deadline calendar and remove one ambiguity.

Is the due date for a draft, internal review, portal submission, board approval, or funder deadline?

One date can mean five different things. Label it before the week starts."
2026-06-06_07-30_sat-02,2026-06-06 07:30,2026-06-06T11:30:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P2,L,s,none,,docs/social/linkedin/june-2026-campaign/strategy.md; docs/social/linkedin/june-2026-campaign/writer-brief.md; docs/social/linkedin/WRITER-BRIEF.md; packages/shared/src/knowledge/marketing/content/guides/restricted-fund-month-end-close-checklist.md,restricted fund release schedule,passed,passed,content/social/linkedin/2026-W23/2026-06-06_07-30_sat-02.txt,"Restricted fund schedules should not wait for year-end.

Keep a running view of:

- opening balance
- new restricted revenue
- spending tied to the restriction
- releases
- ending balance
- follow-up items

That schedule is easier to review monthly than to recreate after the audit request arrives."
2026-06-06_08-15_sat-03,2026-06-06 08:15,2026-06-06T12:15:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P1,Q,s,none,,docs/social/linkedin/june-2026-campaign/strategy.md; docs/social/linkedin/june-2026-campaign/writer-brief.md; docs/social/linkedin/WRITER-BRIEF.md; packages/shared/src/knowledge/marketing/content/guides/grant-documentation-checklist-audit-ready.md,audit binder checklist,passed,passed,content/social/linkedin/2026-W23/2026-06-06_08-15_sat-03.txt,"An audit tab should answer one question fast:

Can a reviewer find the support without asking the same staff member twice?

If the file only works for the person who built it, the file is not organized enough yet."
2026-06-06_09-00_sat-04,2026-06-06 09:00,2026-06-06T13:00:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P4,D,s,none,,docs/social/linkedin/june-2026-campaign/strategy.md; docs/social/linkedin/june-2026-campaign/writer-brief.md; docs/social/linkedin/WRITER-BRIEF.md; packages/shared/src/knowledge/marketing/content/guides/how-to-apply-for-government-grants-nonprofits.md,UEI federal setup,passed,passed,content/social/linkedin/2026-W23/2026-06-06_09-00_sat-04.txt,"UEI is not just a registration detail.

The Unique Entity ID follows your organization through SAM.gov, federal awards, subawards, and reporting records.

If the UEI, legal name, and award identifiers do not match across files, small admin errors can slow federal grant work."
2026-06-06_09-45_sat-05,2026-06-06 09:45,2026-06-06T13:45:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P5,L,s,none,,docs/social/linkedin/june-2026-campaign/strategy.md; docs/social/linkedin/june-2026-campaign/writer-brief.md; docs/social/linkedin/WRITER-BRIEF.md; packages/shared/src/knowledge/marketing/content/guides/nonprofit-board-grant-reporting-dashboard.md,board packet utility,passed,passed,content/social/linkedin/2026-W23/2026-06-06_09-45_sat-05.txt,"Weekend board packet cleanup:

Take one grant page and remove anything the board cannot act on.

Keep:

- active award amount
- restricted balance
- spend pace
- next report
- material risk
- decision needed

Move transaction detail to the staff file.

A board dashboard should support oversight, not recreate the work queue."
